
fabad3b7-a0f7-4342-b479-8e58f2655f9b,d889a3a6-e770-479d-8fb3-d918540fb378,e2134be6-4c48-4792-803d-3fa9ecd71a94,50f12e45-437a-4995-b793-c2931936a4d9,2025-02-09,2026-01-04,18
16faddbb-2d37-47fd-b0dc-ca45c4bc957f,7d0151ad-227e-4e54-941a-c7380372e53a,da10c836-895d-4be5-a960-650969616466,02226f87-7ef1-4fd2-a8e0-66ff695d7a48,2024-12-20,2025-03-01,67
1f550bc3-5474-4a7f-b937-88ad066462da,f5f414bc-ce13-4aa3-9665-1b377ccd10cd,8f35f831-9903-47a0-9e36-0f7f6730ef59,fe02e6e0-d5e8-4973-8bfb-6ae63ca697e4,2024-04-26,2025-02-15,39
6a5ba810-522e-4503-9b05-a526396ddd98,2359c81b-4bf8-4eec-9900-b5eb95ee2e27,da10c836-895d-4be5-a960-650969616466,f256c33c-1bdd-44bc-9af3-8a99d5599ccb,2024-04-24,2025-04-03,25
443ef35a-6ab0-4e9f-ad10-d843600bd627,7b06c9d8-f068-4045-a98f-aed6c4b83689,876bfbe9-0974-4563-839e-c3cf2e4da0f2,588e2feb-ac18-48ea-9be2-b6825edc9607,2025-01-10,2025-11-27,75
3f3632cb-1359-4444-9cc1-209c98467a59,1bcc19bd-6cd7-4a45-9a7b-ce3a001ef211,9a07278f-97e5-441c-a651-778ccd011d69,7030ee6b-08bd-44e5-ba31-faa38704359e,2024-08-28,2024-09-22,65
671736c6-ab46-4a89-8ac2-8ea150733722,7acce5dc-44c4-42f8-a3b9-412924ec364b,876bfbe9-0974-4563-839e-c3cf2e4da0f2,3c03ae57-9ba3-41cf-8bfa-9ceaa6616add,2024-12-07,2024-12-19,5
efd34c44-c68c-4f3b-bb4a-4039c1e42445,7b69e943-bd88-4276-b313-3cac27449404,9a07278f-97e5-441c-a651-778ccd011d69,c8532765-8a6f-47dd-9d91-5af48c5ddc5a,2024-11-04,2025-04-24,53
8872c07c-0e03-4f5b-b3c3-b0fe38638a50,2e251273-eb36-4863-a509-b384f1f0c474,5d12ae1a-9929-4ac7-b6f1-c4d0e7f8608e,fc62a20c-5a4a-45d0-b139-dc973463a09c,2024-07-10,2025-06-11,60
4b3328ec-dc81-4215-9d5b-e2846b7006d4,3c5a6ac9-6e4d-4e39-bcfe-fd5aa9fd9de6,6e6ed207-269b-4914-b76c-c4938e662829,af6567be-94e7-4c38-b1c4-31c78a984bd8,2024-06-11,2025-02-26,52
a62aa726-1a69-42e4-a587-e6cebdc41bb0,f1395b49-02ad-49ea-b990-c174f2080ba9,f1ba9052-e6b3-4f4d-aced-673dfeb9ebc8,75264cfb-4f87-40c9-9bc3-c70dc5a32afa,2024-09-14,2024-09-25,83
7df083ca-8b1d-42d8-bd4c-9cb370b4bb30,cef16537-ca93-4ce2-b7d7-d9b086b87cb9,e3b4af42-dae2-4cbb-aec6-68931f00b275,9517b9b7-ddb8-4819-8da8-093567c66804,2024-04-09,2024-12-02,97
d33535ab-7c88-43fa-8881-6824fb1b47d1,5384f41a-7e38-4f21-8df2-efaf33adaa70,5e0f12f6-c53c-4663-a71a-83c6dda9b2ac,6ad40de3-c4ce-4bba-8330-4c05c934326d,2024-05-24,2024-08-13,69
98c61912-1806-4c5e-b43c-8e57d07cc0b0,b913587f-9ebb-4255-b0de-fb39ce9cf2f7,e2134be6-4c48-4792-803d-3fa9ecd71a94,944ef59a-4059-440c-9dd5-18a96ab63164,2024-07-18,2025-05-23,6
815ec7bc-299c-4c3d-b692-c2967b673a03,0bb5d8c7-88cd-493c-9931-a143491b1333,e2134be6-4c48-4792-803d-3fa9ecd71a94,d0e19899-dbdc-4f97-9a50-ba5a8c604085,2025-03-11,2025-10-02,72
585dfeca-47bf-4bde-995b-3b8a94e2f7fd,f5cdf4c5-9648-4b5e-b53d-2dbdb55a7bcd,e2134be6-4c48-4792-803d-3fa9ecd71a94,d9fe0d9e-18e6-4639-860e-fe9c009e87fe,2025-02-20,2025-07-08,50
c1a95507-9f20-4523-8a6e-9a13f9eeab80,edeb5862-dd0e-41e2-a8bd-ed21f80c01b8,851b7f1e-a77f-42fe-9a6a-d6c4f1c85f13,e08c4920-0a37-4e7c-9b2c-a2b34666d81e,2024-11-09,2025-09-07,87
f51e0af9-d66e-4c2c-8276-6f54865b7d20,9aaa986a-1f7e-496f-9f8f-2bb5ce6a7704,e2134be6-4c48-4792-803d-3fa9ecd71a94,3c693de9-f8f2-46e2-b785-eb19351a3b15,2024-07-08,2025-06-13,45
8a50fed6-d20b-40ae-924e-645cfb73db62,76afefd5-77ec-4e0f-8527-518ee7d79b85,5e0f12f6-c53c-4663-a71a-83c6dda9b2ac,b9a0a8e9-411d-425a-aea2-9a2608ec1008,2025-02-26,2025-12-12,32
c2a39699-1113-493a-8eac-49c202c436f7,cd283c28-80e4-4c93-b5f4-3712efd701a0,5d12ae1a-9929-4ac7-b6f1-c4d0e7f8608e,40d27527-6ec0-47b9-a479-7e9d6d39a362,2024-08-05,2025-06-16,48
356d936a-fb11-40f1-b70b-f17bb2290d4a,d805b906-7bfb-49d1-8778-f12c47a6dc3a,3d745a83-8ae7-481d-9885-2bcf693fd309,69257531-13b3-452f-a66d-73f3f80fd74f,2025-02-11,2025-12-22,67
88198e22-409e-4328-8ad1-af58a84e307a,4a8a7e9c-d144-42d8-9aac-83d31df375f8,3d745a83-8ae7-481d-9885-2bcf693fd309,a72abfb4-206e-4b8a-b24d-a38669b1bb2b,2025-01-11,2025-09-04,79
9ed2234c-fc3e-4e1c-a0a3-7ab0f20582d3,54cac700-48ce-4e8d-bc28-f6a3308a06c1,876bfbe9-0974-4563-839e-c3cf2e4da0f2,8c736824-7e19-4dc4-85bd-876eb0079868,2025-03-13,2025-08-21,9
3cec6fe0-f6e3-423d-bfe1-cca1166cfa0f,7d0151ad-227e-4e54-941a-c7380372e53a,876bfbe9-0974-4563-839e-c3cf2e4da0f2,4bf596a6-c2a2-4a2f-bbf2-68d01a70e473,2025-04-05,2025-09-05,39
